user_id,variant,order_value,order_value_pre
u_01862,control,41.81,35.38
u_01863,control,33.36,37.09
u_01864,control,58.42,57.23
u_01865,control,45.11,48.96
u_01866,control,58.35,62.11
u_01867,control,66.56,49.35
u_01868,control,96.07,82.66
u_01869,control,53.61,54.16
u_01870,control,44.17,57.27
u_01871,control,53.13,70.12
u_01872,control,24.08,40.55
u_01873,control,36.98,37.69
u_01874,control,91.51,77.91
u_01875,control,44.24,38.71
u_01876,control,37.12,33.82
u_01877,control,79.35,70.13
u_01878,control,35.51,53.05
u_01879,control,66.01,54.55
u_01880,control,70.72,78.01
u_01881,control,36.59,25.08
u_01882,control,64.76,65.19
u_01883,control,38.75,33.65
u_01884,control,31.64,38.88
u_01885,control,56.58,61.99
u_01886,control,36.21,25.75
u_01887,control,52.45,43.01
u_01888,control,37.06,34.33
u_01889,control,78.37,65.97
u_01890,control,85.34,59.11
u_01891,control,25.77,34.27
u_01892,control,60.15,53.06
u_01893,control,51.09,67.82
u_01894,control,31.63,33.28
u_01895,control,27.42,41.91
u_01896,control,48.99,61.7
u_01897,control,15.15,24.1
u_01898,control,35.13,36.66
u_01899,control,105.64,94.43
u_01900,control,19.07,33.87
u_01901,control,33.06,41.64
u_01902,control,13.93,14.75
u_01903,control,72.49,63.99
u_01904,control,27.38,17.43
u_01905,control,33.45,48.94
u_01906,control,25.17,24.3
u_01907,control,63.74,58.1
u_01908,control,12.76,7.53
u_01909,control,40.41,59.93
u_01910,control,51.8,44.7
u_01911,control,35.48,25.55
u_01912,control,34.29,33.67
u_01913,control,21.28,23.88
u_01914,control,37.15,31.51
u_01915,control,101.59,95.45
u_01916,control,66.86,69.88
u_01917,control,41.73,38.71
u_01918,control,37.99,33.77
u_01919,control,84.44,61.91
u_01920,control,49.7,62.83
u_01921,control,34.05,19.42
u_01922,control,35.25,29.46
u_01923,control,83.68,92.13
u_01924,control,58.77,56.94
u_01925,control,30.88,53.39
u_01926,control,17.63,15.05
u_01927,control,58.26,57.93
u_01928,control,39.6,54.66
u_01929,control,41.88,37.7
u_01930,control,72.73,61.12
u_01931,control,52.43,64.96
u_01932,control,28.41,24.25
u_01933,control,46.72,34.85
u_01934,control,21.2,13.5
u_01935,control,19.21,14.98
u_01936,control,18.59,26.34
u_01937,control,24.99,19.92
u_01938,control,68.27,53.01
u_01939,control,56.19,38.11
u_01940,control,53.41,35.62
u_01941,control,24.0,29.85
u_01942,control,19.66,15.29
u_01943,control,45.12,36.3
u_01944,control,44.66,56.43
u_01945,control,58.89,69.32
u_01946,control,90.75,84.72
u_01947,control,81.14,87.87
u_01948,control,42.67,38.66
u_01949,control,27.27,21.76
u_01950,control,43.54,26.52
u_01951,control,23.91,6.07
u_01952,control,26.64,24.03
u_01953,control,48.49,45.55
u_01954,control,61.35,45.41
u_01955,control,40.22,52.79
u_01956,control,130.75,123.25
u_01957,control,29.92,10.95
u_01958,control,11.53,24.98
u_01959,control,114.7,120.61
u_01960,control,20.77,28.82
u_01961,control,24.65,32.76
u_01962,control,28.08,26.34
u_01963,control,49.65,56.48
u_01964,control,41.06,41.87
u_01965,control,77.0,67.29
u_01966,control,52.18,67.01
u_01967,control,36.94,22.98
u_01968,control,26.96,34.79
u_01969,control,66.52,65.34
u_01970,control,63.08,73.26
u_01971,control,56.95,37.41
u_01972,control,56.03,60.49
u_01973,control,87.05,87.88
u_01974,control,21.87,34.06
u_01975,control,49.29,58.92
u_01976,control,85.75,67.56
u_01977,control,79.53,94.57
u_01978,control,52.13,42.56
u_01979,control,38.38,31.86
u_01980,control,37.37,39.34
u_01981,control,57.36,31.26
u_01982,control,29.11,27.63
u_01983,control,31.47,33.75
u_01984,control,82.26,86.88
u_01985,control,57.54,55.4
u_01986,control,17.68,21.18
u_01987,control,23.39,12.54
u_01988,control,20.36,47.69
u_01989,control,29.97,8.22
u_01990,control,62.3,61.03
u_01991,control,37.18,22.89
u_01992,control,49.68,50.12
u_01993,control,55.35,68.42
u_01994,control,46.7,45.4
u_01995,control,51.83,49.02
u_01996,control,22.42,28.56
u_01997,control,4.05,26.58
u_01998,control,85.86,75.48
u_01999,control,62.84,56.11
u_02000,control,50.63,49.99
u_02001,control,67.64,58.28
u_02002,control,81.19,85.42
u_02003,control,31.12,25.8
u_02004,control,33.47,56.19
u_02005,control,50.81,54.5
u_02006,control,90.68,77.16
u_02007,control,36.01,38.8
u_02008,control,25.97,27.48
u_02009,control,45.13,46.02
u_02010,control,53.73,64.61
u_02011,control,62.75,49.22
u_02012,control,103.56,87.99
u_02013,control,37.01,36.48
u_02014,control,50.9,47.92
u_02015,control,11.76,16.67
u_02016,control,31.74,27.72
u_02017,control,44.88,25.65
u_02018,control,28.0,61.49
u_02019,control,25.15,10.16
u_02020,control,63.23,54.24
u_02021,control,33.58,25.32
u_02022,control,129.48,132.66
u_02023,control,46.2,19.36
u_02024,control,44.28,49.56
u_02025,control,48.67,45.27
u_02026,control,26.05,28.05
u_02027,control,35.25,50.2
u_02028,control,42.22,49.78
u_02029,control,73.14,64.16
u_02030,control,55.56,55.37
u_02031,control,51.45,43.59
u_02032,control,63.34,67.84
u_02033,control,55.31,52.61
u_02034,control,43.13,48.38
u_02035,control,33.16,17.17
u_02036,control,51.65,51.54
u_02037,control,35.49,14.08
u_02038,control,35.01,43.06
u_02039,control,34.52,29.33
u_02040,control,52.86,33.62
u_02041,control,20.24,30.8
u_02042,control,7.37,11.84
u_02043,control,34.12,44.71
u_02044,control,83.74,87.15
u_02045,control,55.19,39.63
u_02046,control,80.95,84.03
u_02047,control,27.96,16.02
u_02048,control,27.64,40.59
u_02049,control,135.18,115.83
u_02050,control,35.5,21.21
u_02051,control,54.29,62.86
u_02052,control,69.29,65.46
u_02053,control,50.52,62.13
u_02054,control,69.59,60.02
u_02055,control,40.26,29.49
u_02056,control,29.03,40.62
u_02057,control,13.19,10.97
u_02058,control,93.37,91.44
u_02059,control,79.05,59.76
u_02060,control,24.88,37.56
u_02061,control,39.37,14.89
u_02062,control,75.45,74.26
u_02063,control,19.75,18.61
u_02064,control,29.81,32.98
u_02065,control,24.81,37.93
u_02066,control,55.02,59.7
u_02067,control,74.03,72.55
u_02068,control,46.93,45.32
u_02069,control,73.66,55.21
u_02070,control,48.2,48.36
u_02071,control,22.78,26.89
u_02072,control,84.0,60.86
u_02073,control,26.39,16.83
u_02074,control,49.61,49.53
u_02075,control,41.5,47.35
u_02076,control,24.6,38.82
u_02077,control,9.31,20.86
u_02078,control,108.91,109.3
u_02079,control,23.97,19.42
u_02080,control,96.98,84.07
u_02081,control,41.6,28.33
u_02082,control,33.4,27.29
u_02083,control,88.58,92.58
u_02084,control,43.7,67.5
u_02085,control,23.44,31.04
u_02086,control,11.16,16.49
u_02087,control,50.87,43.74
u_02088,control,48.65,34.63
u_02089,control,59.05,60.97
u_02090,control,52.56,62.1
u_02091,control,32.25,23.92
u_02092,control,29.14,36.68
u_02093,control,44.51,43.51
u_02094,control,45.13,33.38
u_02095,control,54.38,56.88
u_02096,control,126.13,136.42
u_02097,control,50.3,59.1
u_02098,control,33.6,25.03
u_02099,control,125.32,114.55
u_02100,control,68.17,82.84
u_02101,control,1.0,17.79
u_02102,control,46.7,26.86
u_02103,control,17.52,27.37
u_02104,control,54.47,56.66
u_02105,control,20.99,32.13
u_02106,control,116.63,107.04
u_02107,control,44.32,30.43
u_02108,control,64.32,77.51
u_02109,control,26.73,27.0
u_02110,control,53.52,49.7
u_02111,control,52.47,40.49
u_02112,control,40.0,53.47
u_02113,control,72.23,82.97
u_02114,control,106.27,100.16
u_02115,control,89.16,89.6
u_02116,control,166.8,179.8
u_02117,control,27.0,62.19
u_02118,control,53.25,59.3
u_02119,control,17.77,31.16
u_02120,control,72.17,66.1
u_02121,control,27.25,20.31
u_02122,control,80.51,77.01
u_02123,control,58.13,44.59
u_02124,control,56.93,42.09
u_02125,control,56.82,58.94
u_02126,control,30.26,32.92
u_02127,control,22.85,22.77
u_02128,control,44.32,39.64
u_02129,control,49.28,59.83
u_02130,control,35.79,30.71
u_02131,control,44.71,24.32
u_02132,control,61.03,61.74
u_02133,control,27.25,36.43
u_02134,control,21.23,1.0
u_02135,control,98.75,82.06
u_02136,control,58.09,50.17
u_02137,control,33.87,40.0
u_02138,control,23.64,26.18
u_02139,control,21.21,21.41
u_02140,control,70.88,82.15
u_02141,control,22.83,17.03
u_02142,control,57.86,58.04
u_02143,control,42.37,44.79
u_02144,control,60.03,53.24
u_02145,control,37.81,41.91
u_02146,control,77.75,86.97
u_02147,control,68.47,72.38
u_02148,control,32.77,30.97
u_02149,control,23.76,23.19
u_02150,control,41.5,51.96
u_02151,control,37.75,22.42
u_02152,control,20.17,36.97
u_02153,control,43.8,56.3
u_02154,control,42.0,45.14
u_02155,control,88.8,89.4
u_02156,control,21.32,28.05
u_02157,control,17.11,27.72
u_02158,control,40.89,33.88
u_02159,control,39.69,42.55
u_02160,control,49.41,57.35
u_02161,control,65.25,57.13
u_02162,control,33.98,36.61
u_02163,control,41.08,48.75
u_02164,control,76.7,63.28
u_02165,control,28.88,37.7
u_02166,control,26.57,34.07
u_02167,control,16.55,26.27
u_02168,control,29.29,29.67
u_02169,control,86.21,80.49
u_02170,control,54.15,48.1
u_02171,control,95.08,100.17
u_02172,control,78.27,88.99
u_02173,control,59.47,56.69
u_02174,control,36.33,51.13
u_02175,control,40.96,49.75
u_02176,control,4.54,14.95
u_02177,control,50.76,40.75
u_02178,control,28.27,26.45
u_02179,control,29.67,35.27
u_02180,control,41.2,56.83
u_02181,control,40.62,31.42
u_02182,control,36.45,44.53
u_02183,control,20.96,10.42
u_02184,control,84.07,66.66
u_02185,control,41.95,32.9
u_02186,control,51.58,48.01
u_02187,control,61.63,48.72
u_02188,control,3.13,1.21
u_02189,control,64.45,60.78
u_02190,control,28.66,58.42
u_02191,control,15.12,25.69
u_02192,control,11.93,22.46
u_02193,control,69.4,58.27
u_02194,control,18.02,6.68
u_02195,control,31.55,30.72
u_02196,control,114.26,100.03
u_02197,control,51.3,50.08
u_02198,control,65.39,60.16
u_02199,control,44.37,36.99
u_02200,control,4.31,20.06
u_02201,control,42.34,38.42
u_02202,control,24.06,18.17
u_02203,control,27.38,21.06
u_02204,control,56.9,43.97
u_02205,control,22.84,39.26
u_02206,control,40.36,44.75
u_02207,control,23.07,17.14
u_02208,control,44.78,45.48
u_02209,control,30.47,37.21
u_02210,control,40.55,41.74
u_02211,control,84.91,75.95
u_02212,control,67.89,77.54
u_02213,control,35.81,31.76
u_02214,control,72.77,84.24
u_02215,control,56.44,54.59
u_02216,control,52.07,81.08
u_02217,control,13.92,32.4
u_02218,control,15.52,29.22
u_02219,control,57.66,43.57
u_02220,control,36.28,48.65
u_02221,control,38.3,37.74
u_02222,control,56.92,58.61
u_02223,control,43.52,37.94
u_02224,control,63.28,58.23
u_02225,control,66.38,66.01
u_02226,control,22.01,28.33
u_02227,control,7.27,1.0
u_02228,control,16.39,28.45
u_02229,control,14.36,17.04
u_02230,control,44.93,54.68
u_02231,control,46.61,41.34
u_02232,control,27.14,29.58
u_02233,control,60.09,54.61
u_02234,control,134.73,121.29
u_02235,control,45.93,48.28
u_02236,control,51.46,49.06
u_02237,control,47.88,41.57
u_02238,control,48.77,36.03
u_02239,control,55.16,49.53
u_02240,control,28.79,26.84
u_02241,control,15.5,31.04
u_02242,control,42.96,20.12
u_02243,control,81.84,58.89
u_02244,control,49.46,63.55
u_02245,control,27.35,37.36
u_02246,control,50.97,43.53
u_02247,control,52.84,38.09
u_02248,control,39.19,42.25
u_02249,control,15.12,45.06
u_02250,control,41.35,31.26
u_02251,control,39.54,33.68
u_02252,control,29.97,30.94
u_02253,control,23.62,14.42
u_02254,control,23.12,14.01
u_02255,control,1.0,11.6
u_02256,control,26.75,37.1
u_02257,control,74.8,73.18
u_02258,control,46.8,66.95
u_02259,control,89.59,92.64
u_02260,control,21.75,23.36
u_02261,control,57.01,57.06
u_02262,control,35.81,36.81
u_02263,control,20.97,30.8
u_02264,control,55.21,73.07
u_02265,control,41.59,42.02
u_02266,control,12.52,5.49
u_02267,control,53.62,56.63
u_02268,control,52.23,54.92
u_02269,control,43.38,57.52
u_02270,control,18.28,23.19
u_02271,control,31.23,45.19
u_02272,control,91.23,87.56
u_02273,control,41.14,41.91
u_02274,control,18.27,28.23
u_02275,control,46.5,54.46
u_02276,control,48.17,45.92
u_02277,control,71.07,60.52
u_02278,control,54.81,46.34
u_02279,control,34.35,35.81
u_02280,control,47.13,42.87
u_02281,control,40.55,38.62
u_02282,control,32.97,51.81
u_02283,control,68.51,65.12
u_02284,control,28.2,31.55
u_02285,control,108.71,101.12
u_02286,control,48.74,40.36
u_02287,control,66.93,66.83
u_02288,control,62.33,60.16
u_02289,control,60.99,52.77
u_02290,control,55.48,56.84
u_02291,control,11.05,6.5
u_02292,control,46.83,71.17
u_02293,control,13.51,16.98
u_02294,control,23.42,38.95
u_02295,control,57.84,56.88
u_02296,control,78.02,76.48
u_02297,control,33.6,30.1
u_02298,control,28.5,55.95
u_02299,control,31.87,41.29
u_02300,control,46.54,56.55
u_02301,control,49.11,35.1
u_02302,control,70.23,48.73
u_02303,control,21.63,12.77
u_02304,control,42.64,45.69
u_02305,control,100.62,93.19
u_02306,control,35.56,40.84
u_02307,control,49.77,51.18
u_02308,control,66.1,64.14
u_02309,control,44.2,50.6
u_02310,control,101.9,109.1
u_02311,control,36.08,51.75
u_02312,control,66.29,50.04
u_02313,control,52.85,54.6
u_02314,control,92.48,75.83
u_02315,control,21.76,38.55
u_02316,control,122.65,105.9
u_02317,control,17.82,42.93
u_02318,control,84.6,90.84
u_02319,control,19.78,26.18
u_02320,control,69.48,63.87
u_02321,control,44.85,36.05
u_02322,control,64.5,65.86
u_02323,control,47.2,51.41
u_02324,control,53.67,60.57
u_02325,control,33.33,20.75
u_02326,control,23.33,25.84
u_02327,control,32.93,17.32
u_02328,control,24.97,26.32
u_02329,control,2.97,26.62
u_02330,control,21.55,20.33
u_02331,control,35.07,35.51
u_02332,control,40.61,32.26
u_02333,control,22.99,32.49
u_02334,control,19.83,24.6
u_02335,control,46.37,38.86
u_02336,control,74.6,60.6
u_02337,control,38.5,35.47
u_02338,control,37.03,49.52
u_02339,control,47.05,39.18
u_02340,control,14.96,20.81
u_02341,control,35.22,39.9
u_02342,control,9.67,33.73
u_02343,control,55.11,48.18
u_02344,control,62.34,81.04
u_02345,control,47.28,32.51
u_02346,control,27.28,47.27
u_02347,control,48.17,56.97
u_02348,control,52.37,35.8
u_02349,control,67.53,58.77
u_02350,control,27.37,21.23
u_02351,control,98.1,96.84
u_02352,control,28.48,29.43
u_02353,control,26.62,32.61
u_02354,control,21.27,14.41
u_02355,control,34.4,46.58
u_02356,control,80.45,65.15
u_02357,control,37.53,68.35
u_02358,control,48.4,59.18
u_02359,control,62.91,75.66
u_02360,control,72.03,83.95
u_02361,control,51.7,64.17
u_02362,control,6.27,23.44
u_02363,control,72.45,62.09
u_02364,control,52.76,42.0
u_02365,control,30.17,39.97
u_02366,control,47.51,63.58
u_02367,control,74.5,74.48
u_02368,control,20.93,22.11
u_02369,control,67.93,62.44
u_02370,control,53.9,36.37
u_02371,control,8.83,13.82
u_02372,control,35.61,30.02
u_02373,control,47.19,52.22
u_02374,control,41.32,30.27
u_02375,control,50.2,40.48
u_02376,control,38.21,42.42
u_02377,control,133.46,115.56
u_02378,control,28.06,42.37
u_02379,control,37.02,18.24
u_02380,control,56.22,59.4
u_02381,control,43.31,18.97
u_02382,control,47.3,24.16
u_02383,control,35.74,54.21
u_02384,control,53.94,80.34
u_02385,control,8.24,24.75
u_02386,control,62.14,60.47
u_02387,control,60.87,54.27
u_02388,control,90.46,106.07
u_02389,control,48.75,43.86
u_02390,control,13.18,26.9
u_02391,control,46.38,48.14
u_02392,control,42.11,46.74
u_02393,control,77.3,73.72
u_02394,control,20.95,27.31
u_02395,control,8.25,9.96
u_02396,control,43.49,52.37
u_02397,control,93.74,97.44
u_02398,control,50.29,61.82
u_02399,control,71.22,73.63
u_02400,control,17.41,18.95
u_02401,control,27.11,52.09
u_02402,control,73.67,64.32
u_02403,control,58.91,47.83
u_02404,control,10.96,17.27
u_02405,control,56.26,59.66
u_02406,control,51.84,43.02
u_02407,control,8.27,3.47
u_02408,control,50.12,53.48
u_02409,control,30.31,20.43
u_02410,control,55.45,64.75
u_02411,control,27.38,37.57
u_02412,control,63.44,55.55
u_02413,control,37.23,56.2
u_02414,control,42.02,37.8
u_02415,control,103.41,117.48
u_02416,control,33.32,29.31
u_02417,control,34.47,39.64
u_02418,control,38.73,41.79
u_02419,control,41.14,38.87
u_02420,control,104.72,106.78
u_02421,control,59.48,55.65
u_02422,control,37.74,28.67
u_02423,control,83.22,91.14
u_02424,control,56.38,54.67
u_02425,control,35.86,40.56
u_02426,control,72.35,76.76
u_02427,control,28.79,29.44
u_02428,control,22.53,20.3
u_02429,control,13.74,21.41
u_02430,control,15.74,13.48
u_02431,control,77.14,83.7
u_02432,control,35.19,49.33
u_02433,control,8.81,3.99
u_02434,control,51.48,51.08
u_02435,control,68.83,67.46
u_02436,control,15.68,35.45
u_02437,control,39.84,42.54
u_02438,control,104.9,103.18
u_02439,control,31.83,31.51
u_02440,control,9.02,23.42
u_02441,control,40.93,30.5
u_02442,control,1.0,24.06
u_02443,control,54.45,59.73
u_02444,control,27.84,35.06
u_02445,control,39.03,29.79
u_02446,control,118.78,116.65
u_02447,control,15.2,18.97
u_02448,control,31.91,21.53
u_02449,control,13.31,33.69
u_02450,control,71.36,68.8
u_02451,control,61.05,61.39
u_02452,control,25.65,33.07
u_02453,control,36.66,32.08
u_02454,control,50.83,68.73
u_02455,control,54.96,59.02
u_02456,control,25.45,40.8
u_02457,control,60.83,59.86
u_02458,control,19.93,17.61
u_02459,control,36.33,25.75
u_02460,control,59.34,62.16
u_02461,control,61.46,58.27
u_02462,control,15.46,17.39
u_02463,control,43.57,35.72
u_02464,control,118.61,120.13
u_02465,control,70.97,63.91
u_02466,control,37.01,25.34
u_02467,control,10.14,39.17
u_02468,control,44.86,64.43
u_02469,control,88.7,79.74
u_02470,control,4.98,20.7
u_02471,control,57.84,56.92
u_02472,control,42.34,47.86
u_02473,control,42.64,54.27
u_02474,control,2.87,8.21
u_02475,control,73.05,93.68
u_02476,control,104.72,96.62
u_02477,control,54.75,57.58
u_02478,control,90.63,88.74
u_02479,control,27.74,39.75
u_02480,control,59.89,47.94
u_02481,control,60.17,64.75
u_02482,control,48.07,59.02
u_02483,control,49.51,33.67
u_02484,control,45.03,31.47
u_02485,control,76.76,87.2
u_02486,control,33.63,39.15
u_02487,control,84.67,76.58
u_02488,control,42.38,31.5
u_02489,control,62.79,73.16
u_02490,control,31.6,51.59
u_02491,control,50.6,64.37
u_02492,control,20.53,24.14
u_02493,control,33.74,40.77
u_02494,control,21.9,30.82
u_02495,control,27.89,39.73
u_02496,control,33.09,40.03
u_02497,control,53.58,35.94
u_02498,control,68.73,73.25
u_02499,control,33.18,46.54
u_02500,control,51.57,49.13
u_02501,control,73.4,62.24
u_02502,control,62.1,60.53
u_02503,control,17.47,31.58
u_02504,control,19.51,8.23
u_02505,control,75.71,53.82
u_02506,control,40.87,31.78
u_02507,control,8.35,17.77
u_02508,control,35.24,33.83
u_02509,control,48.27,63.73
u_02510,control,40.14,37.25
u_02511,control,34.15,55.37
u_02512,control,29.47,37.39
u_02513,control,32.61,27.05
u_02514,control,57.6,44.26
u_02515,control,19.94,1.38
u_02516,control,34.63,30.01
u_02517,control,67.48,80.93
u_02518,control,20.26,22.55
u_02519,control,39.96,49.48
u_02520,control,41.56,31.75
u_02521,control,41.48,31.33
u_02522,control,67.08,75.46
u_02523,control,73.28,90.28
u_02524,control,36.85,36.02
u_02525,control,40.04,46.65
u_02526,control,13.94,13.61
u_02527,control,69.55,67.36
u_02528,control,42.02,36.77
u_02529,control,11.55,6.53
u_02530,control,31.58,19.54
u_02531,control,22.58,23.29
u_02532,control,42.38,25.31
u_02533,control,20.46,2.4
u_02534,control,78.9,83.37
u_02535,control,30.48,22.1
u_02536,control,46.39,34.55
u_02537,control,64.83,51.39
u_02538,control,70.07,71.7
u_02539,control,46.23,39.79
u_02540,control,37.23,45.44
u_02541,control,46.16,30.47
u_02542,control,16.96,8.15
u_02543,control,29.77,25.19
u_02544,control,40.9,38.33
u_02545,control,21.34,14.29
u_02546,control,30.12,25.89
u_02547,control,30.61,26.56
u_02548,control,110.57,104.19
u_02549,control,72.69,75.51
u_02550,control,62.93,66.66
u_02551,control,75.16,63.91
u_02552,control,35.1,24.62
u_02553,control,49.34,66.13
u_02554,control,58.53,60.86
u_02555,control,26.04,29.62
u_02556,control,21.6,23.73
u_02557,control,46.9,57.23
u_02558,control,30.5,22.15
u_02559,control,61.41,58.32
u_02560,control,66.5,74.44
u_02561,control,40.69,21.02
u_02562,control,27.53,29.36
u_02563,control,63.81,88.79
u_02564,control,38.2,54.53
u_02565,control,79.69,70.21
u_02566,control,52.89,45.14
u_02567,control,47.9,32.87
u_02568,control,54.8,42.16
u_02569,control,103.45,101.3
u_02570,control,69.62,77.06
u_02571,control,32.29,23.49
u_02572,control,52.37,44.18
u_02573,control,42.77,54.33
u_02574,control,27.35,34.05
u_02575,control,61.83,70.56
u_02576,control,62.0,51.99
u_02577,control,24.15,27.77
u_02578,control,41.79,41.86
u_02579,control,36.54,40.27
u_02580,control,49.0,65.06
u_02581,control,21.41,23.67
u_02582,control,49.13,37.13
u_02583,control,30.17,41.1
u_02584,control,15.71,14.53
u_02585,control,86.52,87.46
u_02586,control,54.26,52.13
u_02587,control,99.81,101.81
u_02588,control,43.15,41.48
u_02589,control,51.58,62.72
u_02590,control,27.96,21.07
u_02591,control,35.72,24.0
u_02592,control,44.3,43.78
u_02593,control,93.44,92.82
u_02594,control,28.0,18.57
u_02595,control,19.37,7.57
u_02596,control,71.39,63.21
u_02597,control,66.49,66.53
u_02598,control,26.91,19.06
u_02599,control,130.76,102.24
u_02600,control,110.44,97.81
u_02601,control,16.53,18.25
u_02602,control,34.88,15.93
u_02603,control,39.34,42.88
u_02604,control,53.52,66.58
u_02605,control,49.44,62.86
u_02606,control,36.65,29.52
u_02607,control,27.6,26.48
u_02608,control,43.63,48.92
u_02609,control,72.47,48.9
u_02610,control,75.58,68.32
u_02611,control,27.31,32.02
u_02612,control,25.25,43.94
u_02613,control,27.56,28.18
u_02614,control,33.07,27.6
u_02615,control,72.03,20.87
u_02616,control,34.34,18.76
u_02617,control,28.18,13.3
u_02618,control,67.49,63.92
u_02619,control,27.92,33.08
u_02620,control,37.51,28.42
u_02621,control,68.81,76.22
u_02622,control,49.64,59.5
u_02623,control,2.22,16.73
u_02624,control,61.44,54.83
u_02625,control,53.05,51.23
u_02626,control,38.78,41.19
u_02627,control,37.1,43.83
u_02628,control,7.68,12.24
u_02629,control,104.33,109.22
u_02630,control,33.78,48.04
u_02631,control,40.93,43.36
u_02632,control,35.84,54.31
u_02633,control,21.17,19.1
u_02634,control,70.35,62.96
u_02635,control,52.6,39.71
u_02636,control,28.56,56.42
u_02637,control,49.52,47.87
u_02638,control,56.66,37.8
u_02639,control,88.29,93.17
u_02640,control,68.03,65.39
u_02641,control,57.01,53.54
u_02642,control,26.65,16.84
u_02643,control,59.51,28.92
u_02644,control,52.99,56.9
u_02645,control,25.57,25.17
u_02646,control,18.31,25.97
u_02647,control,62.57,73.78
u_02648,control,56.69,65.75
u_02649,control,41.19,37.78
u_02650,control,39.02,21.68
u_02651,control,38.54,53.03
u_02652,control,32.24,30.06
u_02653,control,15.63,7.95
u_02654,control,15.62,23.39
u_02655,control,36.29,62.42
u_02656,control,20.3,27.11
u_02657,control,66.08,80.9
u_02658,control,44.46,50.0
u_02659,control,53.67,60.64
u_02660,control,55.7,41.18
u_02661,control,35.82,30.89
u_02662,control,58.81,61.56
u_02663,control,13.91,33.93
u_02664,control,76.57,72.85
u_02665,control,89.87,82.78
u_02666,control,50.56,54.21
u_02667,control,98.41,96.77
u_02668,control,18.47,20.4
u_02669,control,33.3,41.62
u_02670,control,34.97,47.39
u_02671,control,67.74,61.2
u_02672,control,13.08,11.82
u_02673,control,52.25,66.42
u_02674,control,19.24,26.95
u_02675,control,41.66,42.35
u_02676,control,98.79,107.96
u_02677,control,61.41,69.0
u_02678,control,50.23,53.76
u_02679,control,46.34,41.47
u_02680,control,68.44,64.94
u_02681,control,67.04,66.05
u_02682,control,51.98,42.61
u_02683,control,50.08,35.97
u_02684,control,48.29,51.93
u_02685,control,41.6,47.65
u_02686,control,13.72,19.04
u_02687,control,50.79,58.98
u_02688,control,29.1,33.76
u_02689,control,56.09,44.39
u_02690,control,56.32,71.95
u_02691,control,39.34,21.84
u_02692,control,41.78,39.07
u_02693,control,44.81,51.38
u_02694,control,45.56,33.68
u_02695,control,105.13,107.88
u_02696,control,98.38,106.26
u_02697,control,105.48,99.61
u_02698,control,65.93,63.5
u_02699,control,42.42,40.18
u_02700,control,66.92,67.06
u_02701,control,36.72,35.53
u_02702,control,71.35,48.17
u_02703,control,31.56,27.77
u_02704,control,46.53,42.48
u_02705,control,83.43,77.71
u_02706,control,39.86,39.43
u_02707,control,37.78,43.7
u_02708,control,8.57,29.91
u_02709,control,31.39,30.68
u_02710,control,35.79,69.18
u_02711,control,50.18,56.7
u_02712,control,54.35,48.37
u_02713,control,16.95,10.15
u_02714,control,52.25,34.23
u_02715,control,24.63,24.79
u_02716,control,61.24,42.08
u_02717,control,21.86,14.32
u_02718,control,32.48,22.19
u_02719,control,79.24,60.8
u_02720,control,26.96,39.31
u_02721,control,76.89,88.39
u_02722,control,64.97,68.96
u_02723,control,38.29,35.67
u_02724,control,71.18,79.04
u_02725,control,38.04,29.12
u_02726,control,57.8,51.47
u_02727,control,43.04,20.36
u_02728,control,62.61,71.49
u_02729,control,23.15,27.27
u_02730,control,27.65,18.64
u_02731,control,13.13,21.95
u_02732,control,25.15,30.07
u_02733,control,46.55,56.43
u_02734,control,48.38,40.05
u_02735,control,60.0,58.66
u_02736,control,75.77,65.69
u_02737,control,4.84,11.92
u_02738,control,99.61,90.42
u_02739,control,40.14,40.3
u_02740,control,102.0,92.09
u_02741,control,25.02,39.24
u_02742,control,8.43,8.97
u_02743,control,75.26,71.32
u_02744,control,42.78,69.34
u_02745,control,26.04,24.26
u_02746,control,15.49,13.19
u_02747,control,62.02,83.58
u_02748,control,48.0,56.21
u_02749,control,29.63,34.93
u_02750,control,56.09,63.46
u_02751,control,29.94,56.1
u_02752,control,24.17,37.18
u_02753,control,66.96,62.38
u_02754,control,50.4,63.83
u_02755,control,56.49,34.89
u_02756,control,60.53,70.62
u_02757,control,102.15,103.87
u_02758,control,20.27,27.26
u_02759,control,37.75,37.24
u_02760,control,49.87,37.4
u_02761,control,84.36,57.63
u_02762,control,37.56,37.91
u_02763,control,71.5,74.72
u_02764,control,47.35,29.16
u_02765,control,25.39,27.82
u_02766,control,58.29,49.18
u_02767,control,39.56,33.29
u_02768,control,49.2,35.84
u_02769,control,56.71,43.5
u_02770,control,2.67,10.99
u_02771,control,37.63,18.18
u_02772,control,33.4,57.01
u_02773,control,52.42,68.36
u_02774,control,63.04,61.26
u_02775,control,19.04,10.43
u_02776,control,40.36,25.83
u_02777,control,56.42,55.29
u_02778,control,40.44,54.74
u_02779,control,22.23,23.87
u_02780,control,50.2,49.92
u_02781,control,52.01,48.89
u_02782,control,30.01,26.93
u_02783,control,48.72,68.01
u_02784,control,45.69,44.35
u_02785,control,68.12,53.82
u_02786,control,50.28,53.86
u_02787,control,89.94,96.68
u_02788,control,47.86,60.95
u_02789,control,54.75,57.18
u_02790,control,52.93,69.43
u_02791,control,28.95,42.33
u_02792,control,48.8,53.38
u_02793,control,37.05,33.04
