user_id,variant,converted,error_rate
u_09602,control,0,0.0071
u_09603,control,0,0.0221
u_09604,control,0,0.0273
u_09605,control,0,0.0074
u_09606,control,0,0.0328
u_09607,control,0,0.0086
u_09608,control,0,0.013
u_09609,control,0,0.0359
u_09610,control,0,0.033
u_09611,control,0,0.0105
u_09612,control,0,0.0248
u_09613,control,0,0.0294
u_09614,control,0,0.0361
u_09615,control,0,0.0174
u_09616,control,0,0.0133
u_09617,control,0,0.0084
u_09618,control,0,0.0087
u_09619,control,0,0.0122
u_09620,control,0,0.0508
u_09621,control,0,0.0139
u_09622,control,0,0.0475
u_09623,control,0,0.016
u_09624,control,0,0.0416
u_09625,control,0,0.0048
u_09626,control,0,0.0316
u_09627,control,0,0.0125
u_09628,control,0,0.0209
u_09629,control,0,0.0171
u_09630,control,0,0.0195
u_09631,control,0,0.0167
u_09632,control,0,0.0349
u_09633,control,0,0.0095
u_09634,control,0,0.0288
u_09635,control,0,0.0246
u_09636,control,0,0.026
u_09637,control,0,0.0003
u_09638,control,0,0.0152
u_09639,control,0,0.0219
u_09640,control,0,0.0119
u_09641,control,0,0.0246
u_09642,control,0,0.0104
u_09643,control,0,0.0153
u_09644,control,0,0.0068
u_09645,control,0,0.0056
u_09646,control,0,0.0035
u_09647,control,0,0.0202
u_09648,control,0,0.0181
u_09649,control,1,0.0093
u_09650,control,0,0.034
u_09651,control,0,0.0186
u_09652,control,0,0.0181
u_09653,control,0,0.0216
u_09654,control,0,0.0087
u_09655,control,0,0.0328
u_09656,control,0,0.0214
u_09657,control,0,0.0197
u_09658,control,0,0.0232
u_09659,control,0,0.024
u_09660,control,0,0.0064
u_09661,control,0,0.0226
u_09662,control,1,0.0184
u_09663,control,0,0.0063
u_09664,control,0,0.0203
u_09665,control,0,0.0153
u_09666,control,0,0.0252
u_09667,control,0,0.0196
u_09668,control,0,0.1029
u_09669,control,0,0.0357
u_09670,control,0,0.0087
u_09671,control,0,0.0243
u_09672,control,0,0.0206
u_09673,control,0,0.0031
u_09674,control,0,0.0072
u_09675,control,0,0.0045
u_09676,control,0,0.0159
u_09677,control,0,0.0343
u_09678,control,0,0.0095
u_09679,control,0,0.0165
u_09680,control,0,0.0285
u_09681,control,0,0.0142
u_09682,control,0,0.0237
u_09683,control,0,0.0045
u_09684,control,0,0.0252
u_09685,control,0,0.0073
u_09686,control,0,0.0161
u_09687,control,1,0.014
u_09688,control,0,0.0043
u_09689,control,0,0.0046
u_09690,control,0,0.0465
u_09691,control,0,0.0053
u_09692,control,0,0.0395
u_09693,control,0,0.0197
u_09694,control,0,0.0151
u_09695,control,1,0.0045
u_09696,control,0,0.0007
u_09697,control,0,0.0071
u_09698,control,0,0.0206
u_09699,control,0,0.0056
u_09700,control,0,0.0111
u_09701,control,0,0.0607
u_09702,control,0,0.0193
u_09703,control,0,0.0173
u_09704,control,0,0.0316
u_09705,control,0,0.0214
u_09706,control,0,0.0219
u_09707,control,1,0.024
u_09708,control,0,0.0244
u_09709,control,0,0.0306
u_09710,control,0,0.029
u_09711,control,0,0.025
u_09712,control,0,0.0071
u_09713,control,0,0.0109
u_09714,control,0,0.0128
u_09715,control,0,0.0197
u_09716,control,0,0.0037
u_09717,control,0,0.0126
u_09718,control,0,0.0541
u_09719,control,0,0.0145
u_09720,control,0,0.0566
u_09721,control,0,0.0029
u_09722,control,0,0.0141
u_09723,control,0,0.0136
u_09724,control,0,0.0194
u_09725,control,0,0.0146
u_09726,control,0,0.0061
u_09727,control,0,0.009
u_09728,control,0,0.0192
u_09729,control,0,0.007
u_09730,control,0,0.0019
u_09731,control,0,0.005
u_09732,control,0,0.0194
u_09733,control,0,0.0054
u_09734,control,0,0.0141
u_09735,control,0,0.0176
u_09736,control,0,0.0047
u_09737,control,0,0.0122
u_09738,control,0,0.0066
u_09739,control,0,0.0041
u_09740,control,0,0.0081
u_09741,control,0,0.0431
u_09742,control,0,0.0229
u_09743,control,0,0.034
u_09744,control,0,0.0078
u_09745,control,0,0.0155
u_09746,control,1,0.0222
u_09747,control,0,0.0522
u_09748,control,0,0.0144
u_09749,control,0,0.0393
u_09750,control,0,0.0359
u_09751,control,0,0.0171
u_09752,control,1,0.018
u_09753,control,0,0.0077
u_09754,control,0,0.0148
u_09755,control,0,0.0595
u_09756,control,0,0.0294
u_09757,control,0,0.0185
u_09758,control,0,0.0149
u_09759,control,0,0.0145
u_09760,control,0,0.0197
u_09761,control,0,0.0269
u_09762,control,0,0.0036
u_09763,control,0,0.0344
u_09764,control,0,0.0178
u_09765,control,0,0.0132
u_09766,control,0,0.0177
u_09767,control,0,0.0439
u_09768,control,0,0.0172
u_09769,control,0,0.0093
u_09770,control,0,0.0393
u_09771,control,0,0.0081
u_09772,control,0,0.0049
u_09773,control,0,0.0064
u_09774,control,0,0.0325
u_09775,control,0,0.0066
u_09776,control,0,0.0149
u_09777,control,0,0.0907
u_09778,control,0,0.0259
u_09779,control,0,0.0478
u_09780,control,0,0.0206
u_09781,control,0,0.0029
u_09782,control,0,0.016
u_09783,control,0,0.008
u_09784,control,0,0.0114
u_09785,control,0,0.0131
u_09786,control,0,0.0062
u_09787,control,0,0.0293
u_09788,control,0,0.0128
u_09789,control,0,0.0378
u_09790,control,0,0.038
u_09791,control,0,0.0252
u_09792,control,0,0.0415
u_09793,control,0,0.0168
u_09794,control,0,0.0114
u_09795,control,0,0.0075
u_09796,control,0,0.0074
u_09797,control,0,0.0168
u_09798,control,0,0.0016
u_09799,control,0,0.007
u_09800,control,0,0.0266
u_09801,control,0,0.0113
u_09802,control,0,0.0072
u_09803,control,0,0.0183
u_09804,control,0,0.0028
u_09805,control,0,0.0134
u_09806,control,0,0.0041
u_09807,control,0,0.0193
u_09808,control,0,0.0145
u_09809,control,0,0.0062
u_09810,control,0,0.0074
u_09811,control,0,0.0163
u_09812,control,0,0.0194
u_09813,control,1,0.0218
u_09814,control,0,0.018
u_09815,control,0,0.0381
u_09816,control,0,0.0113
u_09817,control,0,0.0219
u_09818,control,0,0.0157
u_09819,control,0,0.02
u_09820,control,0,0.0444
u_09821,control,0,0.0239
u_09822,control,0,0.0128
u_09823,control,1,0.0353
u_09824,control,0,0.041
u_09825,control,0,0.0295
u_09826,control,0,0.001
u_09827,control,0,0.0114
u_09828,control,0,0.0194
u_09829,control,0,0.0093
u_09830,control,0,0.032
u_09831,control,0,0.016
u_09832,control,0,0.0107
u_09833,control,0,0.0141
u_09834,control,0,0.03
u_09835,control,0,0.0074
u_09836,control,0,0.0181
u_09837,control,0,0.0105
u_09838,control,0,0.0064
u_09839,control,0,0.0113
u_09840,control,0,0.0068
u_09841,control,0,0.0142
u_09842,control,0,0.0076
u_09843,control,0,0.0055
u_09844,control,0,0.034
u_09845,control,0,0.008
u_09846,control,0,0.0186
u_09847,control,0,0.0125
u_09848,control,0,0.0126
u_09849,control,0,0.0284
u_09850,control,1,0.0631
u_09851,control,0,0.0464
u_09852,control,0,0.0275
u_09853,control,0,0.0382
u_09854,control,1,0.0032
u_09855,control,0,0.0425
u_09856,control,0,0.0146
u_09857,control,0,0.0173
u_09858,control,0,0.0479
u_09859,control,0,0.0086
u_09860,control,0,0.0094
u_09861,control,0,0.0317
u_09862,control,0,0.0856
u_09863,control,0,0.0076
u_09864,control,0,0.0135
u_09865,control,0,0.0264
u_09866,control,0,0.0044
u_09867,control,0,0.0033
u_09868,control,0,0.0046
u_09869,control,0,0.0225
u_09870,control,0,0.0141
u_09871,control,0,0.0252
u_09872,control,0,0.013
u_09873,control,0,0.0137
u_09874,control,0,0.0222
u_09875,control,0,0.0078
u_09876,control,0,0.013
u_09877,control,0,0.0663
u_09878,control,0,0.0473
u_09879,control,0,0.0437
u_09880,control,0,0.0092
u_09881,control,0,0.0349
u_09882,control,0,0.0511
u_09883,control,0,0.0167
u_09884,control,0,0.0081
u_09885,control,0,0.0229
u_09886,control,0,0.0185
u_09887,control,0,0.0397
u_09888,control,1,0.0197
u_09889,control,0,0.0201
u_09890,control,0,0.0198
u_09891,control,0,0.0148
u_09892,control,0,0.0139
u_09893,control,0,0.0022
u_09894,control,0,0.0387
u_09895,control,0,0.0126
u_09896,control,0,0.0139
u_09897,control,0,0.0234
u_09898,control,0,0.033
u_09899,control,0,0.0026
u_09900,control,0,0.0109
u_09901,control,0,0.0155
u_09902,control,0,0.0262
u_09903,control,0,0.0364
u_09904,control,0,0.0073
u_09905,control,0,0.0181
u_09906,control,0,0.0286
u_09907,control,0,0.014
u_09908,control,0,0.003
u_09909,control,0,0.0126
u_09910,control,0,0.049
u_09911,control,0,0.0514
u_09912,control,0,0.0181
u_09913,control,0,0.0246
u_09914,control,0,0.0352
u_09915,control,0,0.0031
u_09916,control,0,0.0661
u_09917,control,0,0.0169
u_09918,control,0,0.0251
u_09919,control,0,0.0023
u_09920,control,0,0.0569
u_09921,control,0,0.0279
u_09922,control,0,0.0319
u_09923,control,0,0.0111
u_09924,control,0,0.0049
u_09925,control,0,0.0124
u_09926,control,0,0.004
u_09927,control,0,0.0102
u_09928,control,0,0.0139
u_09929,control,0,0.0062
u_09930,control,0,0.0069
u_09931,control,0,0.0288
u_09932,control,0,0.0125
u_09933,control,0,0.0154
u_09934,control,0,0.0117
u_09935,control,0,0.0486
u_09936,control,0,0.0146
u_09937,control,0,0.0028
u_09938,control,0,0.0608
u_09939,control,0,0.0417
u_09940,control,0,0.0127
u_09941,control,0,0.0375
u_09942,control,0,0.0085
u_09943,control,0,0.002
u_09944,control,0,0.0263
u_09945,control,0,0.0126
u_09946,control,0,0.017
u_09947,control,0,0.0051
u_09948,control,0,0.0321
u_09949,control,0,0.0705
u_09950,control,0,0.0131
u_09951,control,0,0.0096
u_09952,control,0,0.0162
u_09953,control,0,0.0062
u_09954,control,0,0.0045
u_09955,control,0,0.0068
u_09956,control,0,0.0182
u_09957,control,0,0.0172
u_09958,control,0,0.0136
u_09959,control,0,0.0264
u_09960,control,0,0.0156
u_09961,control,0,0.0166
u_09962,control,0,0.0106
u_09963,control,0,0.0437
u_09964,control,0,0.0126
u_09965,control,0,0.0379
u_09966,control,0,0.0268
u_09967,control,0,0.0408
u_09968,control,0,0.0167
u_09969,control,0,0.0127
u_09970,control,0,0.0399
u_09971,control,1,0.0143
u_09972,control,0,0.0076
u_09973,control,0,0.0664
u_09974,control,0,0.01
u_09975,control,0,0.0008
u_09976,control,0,0.0187
u_09977,control,0,0.0419
u_09978,control,0,0.0211
u_09979,control,0,0.0579
u_09980,control,0,0.0301
u_09981,control,0,0.0131
u_09982,control,0,0.0106
u_09983,control,0,0.0436
u_09984,control,0,0.0248
u_09985,control,0,0.0089
u_09986,control,0,0.0218
u_09987,control,0,0.0159
u_09988,control,0,0.0053
u_09989,control,0,0.0226
u_09990,control,0,0.0079
u_09991,control,1,0.0183
u_09992,control,0,0.0174
u_09993,control,0,0.0132
u_09994,control,0,0.0086
u_09995,control,0,0.0344
u_09996,control,0,0.0399
u_09997,control,0,0.0023
u_09998,control,0,0.0371
u_09999,control,0,0.0026
u_10000,variant,0,0.0217
u_10001,variant,1,0.0342
u_10002,variant,0,0.0218
u_10003,variant,0,0.0079
u_10004,variant,0,0.0146
u_10005,variant,0,0.0404
u_10006,variant,0,0.0473
u_10007,variant,0,0.0514
u_10008,variant,0,0.0243
u_10009,variant,0,0.0232
u_10010,variant,0,0.0519
u_10011,variant,0,0.0186
u_10012,variant,0,0.0842
u_10013,variant,0,0.0525
u_10014,variant,0,0.041
u_10015,variant,0,0.0326
u_10016,variant,0,0.0374
u_10017,variant,0,0.014
u_10018,variant,0,0.0339
u_10019,variant,0,0.0393
u_10020,variant,0,0.0652
u_10021,variant,0,0.0202
u_10022,variant,0,0.0504
u_10023,variant,0,0.0364
u_10024,variant,0,0.0236
u_10025,variant,0,0.0329
u_10026,variant,0,0.0108
u_10027,variant,0,0.0172
u_10028,variant,0,0.0138
u_10029,variant,0,0.0101
u_10030,variant,0,0.0244
u_10031,variant,0,0.0168
u_10032,variant,0,0.0513
u_10033,variant,0,0.0398
u_10034,variant,0,0.022
u_10035,variant,0,0.0315
u_10036,variant,0,0.0297
u_10037,variant,0,0.0146
u_10038,variant,0,0.0188
u_10039,variant,0,0.0191
u_10040,variant,0,0.0188
u_10041,variant,0,0.0409
u_10042,variant,0,0.0394
u_10043,variant,0,0.0376
u_10044,variant,0,0.0635
u_10045,variant,0,0.0208
u_10046,variant,0,0.0183
u_10047,variant,0,0.0124
u_10048,variant,0,0.0196
u_10049,variant,1,0.0112
u_10050,variant,0,0.0542
u_10051,variant,0,0.0433
u_10052,variant,0,0.0115
u_10053,variant,0,0.0304
u_10054,variant,1,0.0484
u_10055,variant,0,0.0254
u_10056,variant,0,0.03
u_10057,variant,0,0.0436
u_10058,variant,0,0.0088
u_10059,variant,0,0.0154
u_10060,variant,0,0.0067
u_10061,variant,0,0.0181
u_10062,variant,0,0.0117
u_10063,variant,0,0.0471
u_10064,variant,1,0.0062
u_10065,variant,0,0.0158
u_10066,variant,0,0.0247
u_10067,variant,0,0.0225
u_10068,variant,0,0.0244
u_10069,variant,0,0.0327
u_10070,variant,0,0.0251
u_10071,variant,0,0.0376
u_10072,variant,0,0.0419
u_10073,variant,0,0.043
u_10074,variant,0,0.0177
u_10075,variant,0,0.0146
u_10076,variant,0,0.0343
u_10077,variant,0,0.0245
u_10078,variant,0,0.0492
u_10079,variant,0,0.0236
u_10080,variant,0,0.0229
u_10081,variant,0,0.0216
u_10082,variant,0,0.0791
u_10083,variant,0,0.0155
u_10084,variant,0,0.041
u_10085,variant,0,0.0166
u_10086,variant,0,0.039
u_10087,variant,0,0.0214
u_10088,variant,0,0.0377
u_10089,variant,0,0.018
u_10090,variant,0,0.0256
u_10091,variant,1,0.0223
u_10092,variant,0,0.0159
u_10093,variant,0,0.0153
u_10094,variant,0,0.0266
u_10095,variant,0,0.014
u_10096,variant,0,0.016
u_10097,variant,0,0.0323
u_10098,variant,0,0.0174
u_10099,variant,0,0.0195
u_10100,variant,0,0.0371
u_10101,variant,0,0.0239
u_10102,variant,0,0.0243
u_10103,variant,0,0.0258
u_10104,variant,0,0.0094
u_10105,variant,0,0.0524
u_10106,variant,0,0.0256
u_10107,variant,0,0.0121
u_10108,variant,0,0.0463
u_10109,variant,0,0.0259
u_10110,variant,0,0.0671
u_10111,variant,0,0.0407
u_10112,variant,0,0.0467
u_10113,variant,0,0.045
u_10114,variant,0,0.0341
u_10115,variant,0,0.0445
u_10116,variant,0,0.0566
u_10117,variant,0,0.0298
u_10118,variant,0,0.0749
u_10119,variant,0,0.0364
u_10120,variant,0,0.0648
u_10121,variant,0,0.0635
u_10122,variant,0,0.041
u_10123,variant,0,0.0355
u_10124,variant,0,0.043
u_10125,variant,0,0.0303
u_10126,variant,1,0.0839
u_10127,variant,0,0.0046
u_10128,variant,0,0.0095
u_10129,variant,0,0.0136
u_10130,variant,0,0.0086
u_10131,variant,0,0.0249
u_10132,variant,0,0.0578
u_10133,variant,0,0.0554
u_10134,variant,1,0.0171
u_10135,variant,1,0.0227
u_10136,variant,0,0.0233
u_10137,variant,0,0.0542
u_10138,variant,0,0.0459
u_10139,variant,0,0.0216
u_10140,variant,0,0.0507
u_10141,variant,0,0.0662
u_10142,variant,0,0.0077
u_10143,variant,0,0.0331
u_10144,variant,0,0.0259
u_10145,variant,0,0.0505
u_10146,variant,0,0.0336
u_10147,variant,0,0.0486
u_10148,variant,0,0.0289
u_10149,variant,0,0.0134
u_10150,variant,0,0.0242
u_10151,variant,0,0.0715
u_10152,variant,0,0.0306
u_10153,variant,0,0.0115
u_10154,variant,0,0.0105
u_10155,variant,0,0.0353
u_10156,variant,0,0.0186
u_10157,variant,0,0.0406
u_10158,variant,0,0.0142
u_10159,variant,0,0.0058
u_10160,variant,0,0.0159
u_10161,variant,0,0.0275
u_10162,variant,0,0.0299
u_10163,variant,0,0.061
u_10164,variant,0,0.0318
u_10165,variant,0,0.0144
u_10166,variant,0,0.0368
u_10167,variant,0,0.0488
u_10168,variant,0,0.096
u_10169,variant,0,0.0162
u_10170,variant,0,0.0504
u_10171,variant,0,0.0627
u_10172,variant,0,0.0077
u_10173,variant,0,0.0397
u_10174,variant,0,0.0122
u_10175,variant,0,0.042
u_10176,variant,0,0.0268
u_10177,variant,0,0.0145
u_10178,variant,0,0.0196
u_10179,variant,0,0.0296
u_10180,variant,0,0.0282
u_10181,variant,0,0.0349
u_10182,variant,0,0.066
u_10183,variant,0,0.0617
u_10184,variant,0,0.0284
u_10185,variant,0,0.0314
u_10186,variant,0,0.0184
u_10187,variant,0,0.0204
u_10188,variant,0,0.0139
u_10189,variant,0,0.0392
u_10190,variant,0,0.099
u_10191,variant,0,0.0633
u_10192,variant,0,0.0398
u_10193,variant,0,0.0144
u_10194,variant,0,0.0093
u_10195,variant,0,0.0438
u_10196,variant,0,0.0096
u_10197,variant,0,0.0746
u_10198,variant,0,0.0635
u_10199,variant,0,0.0261
u_10200,variant,0,0.0295
u_10201,variant,0,0.02
u_10202,variant,0,0.0285
u_10203,variant,0,0.0241
u_10204,variant,0,0.0201
u_10205,variant,0,0.0399
u_10206,variant,0,0.0525
u_10207,variant,0,0.009
u_10208,variant,0,0.0037
u_10209,variant,0,0.0284
u_10210,variant,0,0.0159
u_10211,variant,0,0.0331
u_10212,variant,0,0.0337
u_10213,variant,0,0.0154
u_10214,variant,0,0.0278
u_10215,variant,1,0.0239
u_10216,variant,0,0.0206
u_10217,variant,0,0.0103
u_10218,variant,0,0.0143
u_10219,variant,0,0.0215
u_10220,variant,0,0.059
u_10221,variant,0,0.048
u_10222,variant,0,0.0136
u_10223,variant,0,0.0093
u_10224,variant,0,0.0111
u_10225,variant,0,0.0187
u_10226,variant,0,0.053
u_10227,variant,0,0.0159
u_10228,variant,0,0.0661
u_10229,variant,0,0.0085
u_10230,variant,0,0.0188
u_10231,variant,0,0.0104
u_10232,variant,0,0.0391
u_10233,variant,0,0.0283
u_10234,variant,0,0.0453
u_10235,variant,0,0.0124
u_10236,variant,0,0.0297
u_10237,variant,0,0.044
u_10238,variant,0,0.016
u_10239,variant,0,0.0534
u_10240,variant,0,0.0179
u_10241,variant,1,0.0292
u_10242,variant,0,0.0216
u_10243,variant,0,0.0379
u_10244,variant,0,0.0188
u_10245,variant,0,0.0342
u_10246,variant,0,0.0282
u_10247,variant,0,0.0685
u_10248,variant,0,0.041
u_10249,variant,0,0.017
u_10250,variant,0,0.0431
u_10251,variant,0,0.0453
u_10252,variant,0,0.0264
u_10253,variant,0,0.0217
u_10254,variant,0,0.0339
u_10255,variant,0,0.0032
u_10256,variant,0,0.0263
u_10257,variant,0,0.0092
u_10258,variant,0,0.0092
u_10259,variant,0,0.0308
u_10260,variant,1,0.0237
u_10261,variant,0,0.0232
u_10262,variant,0,0.0176
u_10263,variant,0,0.0213
u_10264,variant,1,0.0706
u_10265,variant,0,0.0339
u_10266,variant,0,0.0254
u_10267,variant,0,0.061
u_10268,variant,0,0.0471
u_10269,variant,0,0.0282
u_10270,variant,0,0.028
u_10271,variant,0,0.032
u_10272,variant,0,0.0372
u_10273,variant,0,0.0156
u_10274,variant,0,0.0088
u_10275,variant,0,0.0631
u_10276,variant,0,0.0348
u_10277,variant,0,0.0309
u_10278,variant,0,0.0086
u_10279,variant,0,0.0109
u_10280,variant,0,0.0477
u_10281,variant,0,0.0167
u_10282,variant,1,0.0327
u_10283,variant,0,0.0076
u_10284,variant,1,0.0353
u_10285,variant,0,0.0384
u_10286,variant,0,0.0137
u_10287,variant,0,0.0145
u_10288,variant,0,0.0145
u_10289,variant,0,0.0222
u_10290,variant,0,0.0237
u_10291,variant,0,0.0627
u_10292,variant,0,0.0175
u_10293,variant,0,0.0513
u_10294,variant,0,0.0185
u_10295,variant,0,0.0573
u_10296,variant,0,0.0511
u_10297,variant,0,0.0363
u_10298,variant,0,0.027
u_10299,variant,0,0.0513
u_10300,variant,1,0.0247
u_10301,variant,0,0.031
u_10302,variant,0,0.0662
u_10303,variant,0,0.0207
u_10304,variant,0,0.0104
u_10305,variant,0,0.0809
u_10306,variant,0,0.0287
u_10307,variant,0,0.0152
u_10308,variant,0,0.0325
u_10309,variant,0,0.0809
u_10310,variant,0,0.0159
u_10311,variant,0,0.0051
u_10312,variant,0,0.0344
u_10313,variant,0,0.0165
u_10314,variant,0,0.0084
u_10315,variant,0,0.0334
u_10316,variant,0,0.0089
u_10317,variant,1,0.0198
u_10318,variant,0,0.0224
u_10319,variant,0,0.0512
u_10320,variant,0,0.0376
u_10321,variant,0,0.0504
u_10322,variant,0,0.049
u_10323,variant,0,0.0664
u_10324,variant,0,0.015
u_10325,variant,0,0.0414
u_10326,variant,0,0.0637
u_10327,variant,0,0.016
u_10328,variant,0,0.0218
u_10329,variant,0,0.0241
u_10330,variant,0,0.0197
u_10331,variant,0,0.0539
u_10332,variant,0,0.0282
u_10333,variant,0,0.0505
u_10334,variant,0,0.0214
u_10335,variant,0,0.0577
u_10336,variant,0,0.0441
u_10337,variant,0,0.0721
u_10338,variant,0,0.0872
u_10339,variant,0,0.0371
u_10340,variant,0,0.0094
u_10341,variant,0,0.0658
u_10342,variant,0,0.0242
u_10343,variant,0,0.0358
u_10344,variant,0,0.0186
u_10345,variant,0,0.0406
u_10346,variant,0,0.0474
u_10347,variant,0,0.0165
u_10348,variant,0,0.0237
u_10349,variant,0,0.0372
u_10350,variant,0,0.0574
u_10351,variant,0,0.0513
u_10352,variant,0,0.0259
u_10353,variant,0,0.0444
u_10354,variant,0,0.0417
u_10355,variant,0,0.0329
u_10356,variant,0,0.0266
u_10357,variant,0,0.0271
u_10358,variant,0,0.0315
u_10359,variant,0,0.014
u_10360,variant,0,0.0327
u_10361,variant,0,0.0397
u_10362,variant,0,0.0386
u_10363,variant,0,0.0838
u_10364,variant,0,0.0156
u_10365,variant,0,0.0128
u_10366,variant,0,0.0228
u_10367,variant,0,0.025
u_10368,variant,0,0.0211
u_10369,variant,1,0.0313
u_10370,variant,0,0.0128
u_10371,variant,0,0.0072
u_10372,variant,0,0.0543
u_10373,variant,0,0.0432
u_10374,variant,0,0.0045
u_10375,variant,0,0.0178
u_10376,variant,0,0.0283
u_10377,variant,0,0.0291
u_10378,variant,0,0.0396
u_10379,variant,0,0.0289
u_10380,variant,0,0.0344
u_10381,variant,0,0.0541
u_10382,variant,0,0.037
u_10383,variant,0,0.0519
u_10384,variant,0,0.0344
u_10385,variant,0,0.0123
u_10386,variant,0,0.0185
u_10387,variant,0,0.026
u_10388,variant,0,0.0185
u_10389,variant,0,0.0382
u_10390,variant,1,0.0405
u_10391,variant,0,0.0257
u_10392,variant,0,0.0333
u_10393,variant,1,0.0118
u_10394,variant,0,0.0189
u_10395,variant,0,0.0187
u_10396,variant,0,0.022
u_10397,variant,0,0.0557
u_10398,variant,0,0.0295
u_10399,variant,0,0.0172
u_10400,variant,0,0.0804
u_10401,variant,0,0.0871
u_10402,variant,0,0.0204
u_10403,variant,0,0.0274
u_10404,variant,0,0.036
u_10405,variant,0,0.0365
u_10406,variant,0,0.0146
u_10407,variant,0,0.0213
u_10408,variant,0,0.0286
u_10409,variant,0,0.0179
u_10410,variant,0,0.0334
u_10411,variant,0,0.043
u_10412,variant,0,0.0354
u_10413,variant,0,0.0191
u_10414,variant,0,0.0186
u_10415,variant,0,0.0721
u_10416,variant,0,0.0507
u_10417,variant,0,0.0137
u_10418,variant,0,0.034
u_10419,variant,0,0.0286
u_10420,variant,0,0.059
u_10421,variant,0,0.0502
u_10422,variant,0,0.0046
u_10423,variant,0,0.0808
u_10424,variant,1,0.0201
u_10425,variant,0,0.02
u_10426,variant,0,0.041
u_10427,variant,0,0.0329
u_10428,variant,0,0.014
u_10429,variant,0,0.0211
u_10430,variant,1,0.0483
u_10431,variant,0,0.0549
u_10432,variant,0,0.0349
u_10433,variant,1,0.0583
u_10434,variant,1,0.031
u_10435,variant,0,0.0307
u_10436,variant,0,0.0129
u_10437,variant,1,0.0322
u_10438,variant,0,0.0581
u_10439,variant,0,0.0333
u_10440,variant,0,0.0223
u_10441,variant,0,0.0322
u_10442,variant,0,0.0519
u_10443,variant,0,0.0163
u_10444,variant,0,0.0316
u_10445,variant,0,0.0286
u_10446,variant,0,0.0173
u_10447,variant,0,0.0041
u_10448,variant,0,0.0728
u_10449,variant,0,0.0154
u_10450,variant,0,0.0132
u_10451,variant,1,0.0218
u_10452,variant,0,0.0238
u_10453,variant,0,0.0399
u_10454,variant,0,0.0447
u_10455,variant,0,0.0125
u_10456,variant,0,0.0219
u_10457,variant,0,0.0731
u_10458,variant,0,0.0396
u_10459,variant,0,0.0358
u_10460,variant,0,0.0383
u_10461,variant,0,0.0497
u_10462,variant,0,0.0275
u_10463,variant,0,0.0333
u_10464,variant,0,0.0338
u_10465,variant,0,0.0309
u_10466,variant,0,0.0293
u_10467,variant,1,0.0167
u_10468,variant,0,0.0193
u_10469,variant,0,0.0233
u_10470,variant,0,0.067
u_10471,variant,0,0.0346
u_10472,variant,0,0.0781
u_10473,variant,0,0.0114
u_10474,variant,0,0.0236
u_10475,variant,0,0.0552
u_10476,variant,0,0.0135
u_10477,variant,0,0.0304
u_10478,variant,0,0.0128
u_10479,variant,0,0.0083
u_10480,variant,0,0.0077
u_10481,variant,1,0.0423
u_10482,variant,0,0.0236
u_10483,variant,0,0.025
u_10484,variant,0,0.0328
u_10485,variant,0,0.0232
u_10486,variant,1,0.0674
u_10487,variant,0,0.0315
u_10488,variant,0,0.0211
u_10489,variant,0,0.0246
u_10490,variant,0,0.0246
u_10491,variant,0,0.0688
u_10492,variant,0,0.0378
u_10493,variant,1,0.0493
u_10494,variant,0,0.0271
u_10495,variant,0,0.0488
u_10496,variant,0,0.044
u_10497,variant,0,0.0242
u_10498,variant,0,0.0241
u_10499,variant,0,0.0265
u_10500,variant,0,0.0099
u_10501,variant,0,0.0515
u_10502,variant,0,0.0402
u_10503,variant,0,0.0115
u_10504,variant,0,0.0176
u_10505,variant,0,0.0454
u_10506,variant,0,0.0318
u_10507,variant,0,0.0114
u_10508,variant,0,0.049
u_10509,variant,0,0.0064
u_10510,variant,0,0.0134
u_10511,variant,0,0.0162
u_10512,variant,0,0.0282
u_10513,variant,0,0.0318
u_10514,variant,0,0.0418
u_10515,variant,0,0.0363
u_10516,variant,0,0.0348
u_10517,variant,0,0.0522
u_10518,variant,0,0.0296
u_10519,variant,0,0.0377
u_10520,variant,0,0.0351
u_10521,variant,0,0.0133
u_10522,variant,0,0.0673
u_10523,variant,0,0.0481
u_10524,variant,1,0.0143
u_10525,variant,0,0.0171
u_10526,variant,0,0.0597
u_10527,variant,0,0.0116
u_10528,variant,0,0.0353
u_10529,variant,0,0.0116
u_10530,variant,0,0.0104
u_10531,variant,0,0.0473
u_10532,variant,1,0.0353
u_10533,variant,0,0.0297
u_10534,variant,0,0.0398
u_10535,variant,0,0.0404
u_10536,variant,0,0.0208
u_10537,variant,0,0.0239
u_10538,variant,0,0.0203
u_10539,variant,0,0.022
u_10540,variant,0,0.0549
u_10541,variant,0,0.043
u_10542,variant,0,0.0462
u_10543,variant,0,0.0256
u_10544,variant,0,0.0157
u_10545,variant,0,0.0315
u_10546,variant,0,0.0092
u_10547,variant,0,0.0188
u_10548,variant,0,0.0166
u_10549,variant,0,0.0206
u_10550,variant,0,0.0466
u_10551,variant,0,0.0702
u_10552,variant,0,0.022
u_10553,variant,1,0.0107
u_10554,variant,0,0.0569
u_10555,variant,0,0.0111
u_10556,variant,0,0.0275
u_10557,variant,0,0.0164
u_10558,variant,0,0.036
u_10559,variant,0,0.0472
u_10560,variant,0,0.0312
u_10561,variant,0,0.0597
u_10562,variant,1,0.0513
u_10563,variant,0,0.0169
u_10564,variant,1,0.0349
u_10565,variant,0,0.0178
u_10566,variant,0,0.0266
